걱정,-1
홀로,-1
몰래,-1
인기,1
울다,-1
아프다,-1
받다,1
고백,1
해,-1
소중하다,1
불안하다,-1
웃다,1
행복,1
미안하다,-1
괜찮다,1
분노하다,-1
믿다,1
두렵다,-1
버리다,-1
특별하다,1
싫다,-1
높다,1
좋다,1
완벽하다,1
신나다,1
없다,-1
많다,1
사랑,1
분노,-1
좋아하다,1
슬프다,-1
늦다,-1
예쁘다,1
선명하다,1
힘들다,-1
그리움,1
상처,-1
아쉽다,-1
어지럽다,-1
놓치다,-1
그립다,1
죽다,-1
행복하다,1
바보,-1
지다,-1
외롭다,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
홀로,-1
몰래,-1
인기,1
울다,-1
아프다,-1
받다,1
고백,1
해,-1
악의,-1
불안하다,-1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
분노하다,-1
믿다,1
솔직하다,1
두렵다,-1
편하다,1
버리다,-1
특별하다,1
싫다,-1
높다,1
싸우다,-1
좋다,1
완벽하다,1
신나다,1
없다,-1
많다,1
사랑,1
상위,1
분노,-1
좋아하다,1
겁나다,-1
슬프다,-1
늦다,-1
아픔,-1
예쁘다,1
선명하다,1
힘들다,-1
그리움,1
상처,-1
죽이다,-1
흘리다,-1
아쉽다,-1
어지럽다,-1
놓치다,-1
그립다,1
미소,1
죽다,-1
곱다,1
화려하다,1
행복하다,1
바보,-1
지다,-1
외롭다,-1
시들다,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
부서지다,-1
후회,-1
걱정,-1
홀로,-1
고르다,1
무섭다,-1
존경,1
몰래,-1
울다,-1
아프다,-1
받다,1
싫어하다,-1
이기다,1
진실,1
해,-1
악의,-1
불안하다,-1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
분노하다,-1
믿다,1
솔직하다,1
두렵다,-1
편하다,1
버리다,-1
특별하다,1
싫다,-1
높다,1
놀다,1
나쁘다,-1
좋다,1
완벽하다,1
신나다,1
거짓말,-1
없다,-1
많다,1
사랑,1
상위,1
분노,-1
슬프다,-1
예쁘다,1
선명하다,1
힘들다,-1
상처,-1
아쉽다,-1
어지럽다,-1
그립다,1
미소,1
죽다,-1
곱다,1
화려하다,1
행복하다,1
바보,-1
지다,-1
빛,1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
홀로,-1
무섭다,-1
울다,-1
아프다,-1
받다,1
진실,1
해,-1
악의,-1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
분노하다,-1
믿다,1
솔직하다,1
두렵다,-1
편하다,1
버리다,-1
특별하다,1
싫다,-1
높다,1
놀다,1
좋다,1
완벽하다,1
거짓말,-1
없다,-1
많다,1
사랑,1
분노,-1
좋아하다,1
슬프다,-1
예쁘다,1
선명하다,1
힘들다,-1
상처,-1
흘리다,-1
아쉽다,-1
어지럽다,-1
그립다,1
미소,1
곱다,1
화려하다,1
행복하다,1
바보,-1
지다,-1
빛,1
눈물,-1
설레다,1
잃다,-1
아름답다,1
후회,-1
걱정,-1
홀로,-1
무섭다,-1
아프다,-1
받다,1
해,-1
쓰러지다,-1
소중하다,1
악의,-1
웃다,1
미안하다,-1
떨어지다,-1
괜찮다,1
분노하다,-1
믿다,1
솔직하다,1
두렵다,-1
편하다,1
버리다,-1
비웃다,-1
특별하다,1
싫다,-1
높다,1
놀다,1
싸우다,-1
좋다,1
완벽하다,1
신나다,1
거짓말,-1
없다,-1
희미하다,-1
많다,1
사랑,1
분노,-1
이상하다,-1
좋아하다,1
겁나다,-1
밝다,1
슬프다,-1
예쁘다,1
환하다,1
선명하다,1
힘들다,-1
그리움,1
상처,-1
흘리다,-1
외로워,-1
아쉽다,-1
어지럽다,-1
그립다,1
미소,1
죽다,-1
곱다,1
화려하다,1
행복하다,1
바보,-1
지다,-1
시들다,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
홀로,-1
고르다,1
식상하다,-1
몰래,-1
모자라다,-1
울다,-1
우아하다,1
막히다,-1
아프다,-1
받다,1
해,-1
쓰러지다,-1
괴롭히다,-1
소중하다,1
불안하다,-1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
분노하다,-1
믿다,1
두렵다,-1
편하다,1
삐지다,-1
버리다,-1
싫다,-1
놀다,1
좋다,1
신나다,1
거짓말,-1
없다,-1
희미하다,-1
많다,1
사랑,1
좋아하다,1
밝다,1
슬프다,-1
예쁘다,1
환하다,1
선명하다,1
힘들다,-1
상처,-1
흘리다,-1
외로워,-1
아쉽다,-1
어지럽다,-1
그립다,1
미소,1
죽다,-1
곱다,1
화려하다,1
행복하다,1
바보,-1
지다,-1
외롭다,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
홀로,-1
고르다,1
식상하다,-1
몰래,-1
울다,-1
우아하다,1
아프다,-1
받다,1
해,-1
쓰러지다,-1
괴롭히다,-1
소중하다,1
웃다,1
미안하다,-1
떨어지다,-1
괜찮다,1
믿다,1
